gene_id	seqnames	start	end	width	strand
ENSG00000187699	chr2	189879609	190203484	323876	+
ENSG00000187701	chr1	248649931	248650884	954	-
ENSG00000187713	chr9	137204082	137205638	1557	-
ENSG00000187714	chr10	49610301	49612720	2420	+
ENSG00000187715	chr3	127915232	127987671	72440	+
ENSG00000187720	chr15	71096952	71783383	686432	+
ENSG00000187721	chr13	19026001	19032626	6626	-
ENSG00000187726	chr11	73950319	73970366	20048	+
ENSG00000187730	chr1	2019324	2030751	11428	+
ENSG00000187733	chr1	103750406	103758690	8285	+
ENSG00000187735	chr8	53966552	54022529	55978	-
ENSG00000187736	chr2	219075317	219160865	85549	-
ENSG00000187741	chr16	89737549	89816657	79109	-
ENSG00000187742	chr9	89318506	89359662	41157	+
ENSG00000187747	chr11	5580877	5581884	1008	+
ENSG00000187753	chr9	86220265	86259657	39393	-
ENSG00000187754	chrX	52644090	52654900	10811	-
ENSG00000187758	chr4	99276367	99291028	14662	-
ENSG00000187762	chr6	35023522	35023831	310	+
ENSG00000187763	chr6	28046434	28047367	934	+
ENSG00000187764	chr9	89360787	89498130	137344	-
ENSG00000187766	chr21	44612079	44612954	876	+
ENSG00000187772	chr6	104936616	105083332	146717	+
ENSG00000187773	chr18	74434099	74457944	23846	-
ENSG00000187775	chr17	78423697	78577394	153698	-
ENSG00000187778	chr12	49556544	49568153	11610	-
ENSG00000187783	chr10	44911200	44937002	25803	+
ENSG00000187790	chr14	45135940	45200890	64951	+
ENSG00000187791	chr9	34889064	34895778	6715	-
ENSG00000187792	chr22	23738678	23751092	12415	-
ENSG00000187796	chr9	136361903	136373681	11779	-
ENSG00000187800	chr1	156893698	156916434	22737	+
ENSG00000187801	chr1	40450102	40463718	13617	+
ENSG00000187806	chr15	72398273	72408029	9757	+
ENSG00000187808	chrX	119758613	119760164	1552	+
ENSG00000187812	chr15	75775553	75786898	11346	+
ENSG00000187815	chr1	40477215	40496343	19129	+
ENSG00000187821	chr4	185018841	185020804	1964	+
ENSG00000187823	chrX	112454500	112457112	2613	+
ENSG00000187824	chr17	10699015	10730316	31302	-
ENSG00000187833	chr2	73784189	73817147	32959	+
ENSG00000187837	chr6	26055787	26056428	642	-
ENSG00000187838	chr17	7389727	7394843	5117	-
ENSG00000187840	chr8	38030341	38060365	30025	+
ENSG00000187847	chr19	9204308	9205217	910	+
ENSG00000187848	chr12	132618780	132622386	3607	+
ENSG00000187855	chr12	107774385	107776644	2260	+
ENSG00000187857	chr12	55365111	55366049	939	+
ENSG00000187860	chr22	30356635	30378658	22024	+
ENSG00000187862	chr1	156579727	156586770	7044	+
ENSG00000187866	chr9	68780055	68784608	4554	+
ENSG00000187867	chr19	14053365	14059159	5795	-
ENSG00000187870	chr17	20743333	20754501	11169	-
ENSG00000187871	chr6	55327469	55402493	75025	+
ENSG00000187889	chr1	56718804	56819696	100893	-
ENSG00000187893	chrX	47707191	47753456	46266	+
ENSG00000187900	chr3	98238352	98239281	930	+
ENSG00000187902	chr19	55428740	55442863	14124	-
ENSG00000187904	chr4	6995341	6998958	3618	+
ENSG00000187905	chr22	21045960	21064168	18209	+
ENSG00000187908	chr10	122560665	122643736	83072	+
ENSG00000187912	chr19	14583084	14611157	28074	+
ENSG00000187918	chr11	5453489	5454427	939	+
ENSG00000187922	chr9	136738167	136743356	5190	-
ENSG00000187942	chr1	21812265	21825221	12957	+
ENSG00000187944	chr2	196805002	196810276	5275	-
ENSG00000187950	chr12	29412474	29497686	85213	-
ENSG00000187951	chr15	30624494	30772993	148500	+
ENSG00000187952	chr1	21428303	21429536	1234	+
ENSG00000187953	chr7	6710128	6753862	43735	+
ENSG00000187954	chr8	144449582	144465677	16096	-
ENSG00000187955	chr8	120059780	120372036	312257	+
ENSG00000187957	chr2	229357629	229714558	356930	-
ENSG00000187959	chr17	73248449	73262352	13904	-
ENSG00000187961	chr1	960587	965715	5129	+
ENSG00000187969	chrX	74304190	74305031	842	+
ENSG00000187979	chr22	18178038	18205915	27878	-
ENSG00000187980	chr1	20161253	20177424	16172	-
ENSG00000187984	chr9	92809388	92888693	79306	+
ENSG00000187987	chr6	28431930	28443502	11573	-
ENSG00000187988	chr9	37477149	37478317	1169	+
ENSG00000187994	chr19	38867834	38878279	10446	-
ENSG00000187997	chr17	78146353	78166177	19825	+
ENSG00000187999	chr2	33636502	33637425	924	+
ENSG00000188000	chr19	9185594	9188817	3224	+
ENSG00000188001	chr3	188947214	189325304	378091	+
ENSG00000188002	chr5	1598920	1634005	35086	-
ENSG00000188004	chr1	159834474	159855347	20874	-
ENSG00000188010	chr2	38875962	38929072	53111	+
ENSG00000188011	chr2	241869600	241873823	4224	+
ENSG00000188013	chr17	20589293	20590367	1075	+
ENSG00000188015	chr1	153547329	153549372	2044	-
ENSG00000188021	chrX	56563639	56567868	4230	+
ENSG00000188026	chr12	123470054	123533718	63665	-
ENSG00000188029	chr9	87772453	87786884	14432	+
ENSG00000188032	chr19	14081619	14085875	4257	-
ENSG00000188033	chr19	12577961	12640098	62138	-
ENSG00000188037	chr7	143316126	143352083	35958	+
ENSG00000188038	chr16	67884805	67888855	4051	+
ENSG00000188039	chr19	16719976	16817963	97988	+
ENSG00000188042	chr2	234493041	234497053	4013	-
ENSG00000188050	chr7	122697712	122699156	1445	-
ENSG00000188051	chr19	17435509	17448567	13059	-
ENSG00000188056	chr6	41228324	41238882	10559	+
ENSG00000188060	chr1	28592200	28595443	3244	+
ENSG00000188064	chr22	45920362	45977129	56768	-
ENSG00000188070	chr11	63759892	63768775	8884	-
ENSG00000188076	chr11	193080	194573	1494	+
ENSG00000188078	chr22	36536656	36537604	949	-
ENSG00000188086	chr3	46742092	46812558	70467	-
ENSG00000188089	chr15	41981582	42051190	69609	-
ENSG00000188092	chr1	147928393	147993521	65129	+
ENSG00000188095	chr15	89760591	89778754	18164	+
ENSG00000188100	chr10	87020306	87024730	4425	+
ENSG00000188101	chr9	92913156	92921560	8405	+
ENSG00000188107	chr6	63719980	65707225	1987246	-
ENSG00000188112	chr6	42101118	42142619	41502	-
ENSG00000188120	chrY	23129355	23199094	69740	-
ENSG00000188124	chr11	6767987	6769055	1069	-
ENSG00000188130	chr22	50245450	50261825	16376	-
ENSG00000188133	chr9	32783499	32787399	3901	+
ENSG00000188152	chr9	96928310	96940253	11944	+
ENSG00000188153	chrX	108439844	108697545	257702	+
ENSG00000188155	chr21	44579796	44592505	12710	-
ENSG00000188157	chr1	1020123	1056118	35996	+
ENSG00000188158	chrX	17375420	17735994	360575	+
ENSG00000188162	chr11	17547373	17647150	99778	+
ENSG00000188163	chr9	137243584	137247770	4187	-
ENSG00000188167	chr3	33090421	33096801	6381	-
ENSG00000188171	chr19	20620061	20661596	41536	-
ENSG00000188175	chr7	93188586	93226524	37939	-
ENSG00000188176	chr17	4583999	4608319	24321	+
ENSG00000188177	chr2	112275594	112340063	64470	+
ENSG00000188185	chr7	39733632	39793092	59461	+
ENSG00000188186	chr7	100148907	100155944	7038	+
ENSG00000188191	chr7	549197	727650	178454	-
ENSG00000188199	chr10	79703227	79714681	11455	+
ENSG00000188211	chr11	17351726	17377341	25616	+
ENSG00000188215	chr16	20854925	20900384	45460	-
ENSG00000188219	chr2	131218067	131265278	47212	+
ENSG00000188223	chr19	35745678	35754519	8842	+
ENSG00000188227	chr19	37506939	37548762	41824	+
ENSG00000188229	chr9	137241213	137243707	2495	+
ENSG00000188234	chr10	45825594	45853875	28282	-
ENSG00000188242	chr5	466124	473098	6975	-
ENSG00000188243	chr13	75525219	75549439	24221	-
ENSG00000188257	chr1	19975431	19980416	4986	-
ENSG00000188263	chr22	49994513	50012659	18147	-
ENSG00000188266	chr15	78507564	78537372	29809	+
ENSG00000188269	chr19	14792490	14835376	42887	-
ENSG00000188277	chr15	40770080	40772449	2370	+
ENSG00000188280	chr22	20338805	20354372	15568	+
ENSG00000188282	chr2	218034960	218090581	55622	+
ENSG00000188283	chr19	37217926	37248738	30813	+
ENSG00000188290	chr1	998962	1000172	1211	-
ENSG00000188293	chr19	46229752	46231243	1492	+
ENSG00000188295	chr1	247099962	247104372	4411	-
ENSG00000188305	chr19	2274622	2282176	7555	-
ENSG00000188306	chr3	169821922	169837775	15854	+
ENSG00000188312	chr9	92325484	92620533	295050	+
ENSG00000188313	chr3	146515180	146544864	29685	-
ENSG00000188314	chr19	9235144	9236076	933	+
ENSG00000188315	chr3	49268602	49277909	9308	-
ENSG00000188316	chr10	116849512	116911788	62277	+
ENSG00000188321	chr19	9323772	9351162	27391	+
ENSG00000188322	chr16	28292519	28323849	31331	+
ENSG00000188324	chr12	55294288	55295232	945	-
ENSG00000188334	chr19	47968046	47992170	24125	-
ENSG00000188338	chr3	50205246	50221486	16241	+
ENSG00000188340	chr1	158776682	158777635	954	-
ENSG00000188342	chr13	45120515	45284909	164395	+
ENSG00000188343	chr8	93698561	93731527	32967	+
ENSG00000188352	chr9	20658309	20995955	337647	+
ENSG00000188365	chr7	5419846	5423122	3277	+
ENSG00000188368	chr19	42302098	42310821	8724	+
ENSG00000188372	chr7	76397518	76442071	44554	+
ENSG00000188373	chr10	84173738	84185294	11557	+
ENSG00000188375	chr12	31791185	31792241	1057	-
ENSG00000188379	chr9	21384254	21385388	1135	-
ENSG00000188383	chr2	97081098	97083249	2152	+
ENSG00000188385	chr10	132104671	132184809	80139	+
ENSG00000188386	chr9	101591615	101595021	3407	-
ENSG00000188388	chr15	85240472	85247170	6699	+
ENSG00000188389	chr2	241849881	241858908	9028	-
ENSG00000188393	chr12	9898673	9932381	33709	-
ENSG00000188394	chr9	123034527	123035696	1170	+
ENSG00000188396	chr1	44805913	44806675	763	-
ENSG00000188399	chrY	26409815	26420535	10721	+
ENSG00000188403	chr15	19964666	19965101	436	-
ENSG00000188404	chr1	169690667	169711698	21032	-
ENSG00000188408	chrX	26216169	26218270	2102	+
ENSG00000188419	chrX	85861180	86047562	186383	-
ENSG00000188425	chr19	45913214	45914870	1657	-
ENSG00000188428	chr6	8013567	8064414	50848	-
ENSG00000188438	chr4	9399204	9403565	4362	+
ENSG00000188439	chr11	55683239	55684374	1136	+
ENSG00000188451	chr6	158237336	158242797	5462	-
ENSG00000188452	chr2	181536676	181680665	143990	-
ENSG00000188459	chrX	47803296	47804789	1494	+
ENSG00000188460	chr1	223863726	223864851	1126	-
ENSG00000188467	chr15	48120972	48142672	21701	+
ENSG00000188477	chr16	19304881	19310947	6067	+
ENSG00000188483	chr9	129175552	129178262	2711	-
ENSG00000188486	chr11	119093854	119095467	1614	-
ENSG00000188487	chr11	15112424	15247208	134785	+
ENSG00000188488	chr14	94561442	94593120	31679	+
ENSG00000188493	chr19	40740856	40751553	10698	-
ENSG00000188501	chr15	66547179	66565979	18801	-
ENSG00000188505	chr19	39196961	39201884	4924	+
ENSG00000188508	chr19	35487324	35495558	8235	-
ENSG00000188511	chr22	49414524	49657542	243019	-
ENSG00000188512	chr8	33969567	33969879	313	-
ENSG00000188517	chr4	108810721	109302657	491937	-
ENSG00000188522	chr17	18968789	19004804	36016	-
ENSG00000188523	chr9	132410043	132573317	163275	+
ENSG00000188525	chr2	10003158	10006030	2873	-
ENSG00000188529	chr1	23964804	23980927	16124	-
ENSG00000188536	chr16	172847	173710	864	+
ENSG00000188542	chr2	240560054	240564014	3961	+
ENSG00000188549	chr15	40331452	40340967	9516	-
ENSG00000188554	chr17	43170481	43211689	41209	+
ENSG00000188558	chr1	248521647	248522597	951	+
ENSG00000188559	chr20	20389552	20712488	322937	-
ENSG00000188566	chr9	137205685	137217009	11325	+
ENSG00000188573	chr5	168529116	168530634	1519	+
ENSG00000188580	chr6	123804141	124825657	1021517	+
ENSG00000188581	chr17	41040559	41041461	903	-
ENSG00000188582	chr3	142949164	142963682	14519	-
ENSG00000188585	chr1	178479247	178499634	20388	-
ENSG00000188596	chr12	96489571	96875555	385985	+
ENSG00000188599	chr16	15104312	15123498	19187	-
ENSG00000188603	chr16	28474111	28495575	21465	-
ENSG00000188610	chr1	121167646	121185539	17894	-
ENSG00000188611	chr10	50182778	50248610	65833	-
ENSG00000188612	chr17	75165586	75182983	17398	-
ENSG00000188613	chr10	119029716	119033732	4017	+
ENSG00000188620	chr10	123135962	123137741	1780	+
ENSG00000188624	chr19	46120071	46124674	4604	-
ENSG00000188626	chr15	28701954	28738384	36431	-
ENSG00000188629	chr19	9363020	9382617	19598	+
ENSG00000188636	chr22	44492572	44498298	5727	-
ENSG00000188641	chr1	97077743	97921049	843307	-
ENSG00000188643	chr1	153606886	153613145	6260	-
ENSG00000188646	chr12	74663774	74664141	368	-
ENSG00000188647	chr9	69709522	69759959	50438	-
ENSG00000188649	chr10	95907603	96032684	125082	+
ENSG00000188655	chr14	20556093	20560931	4839	-
ENSG00000188656	chrY	9378122	9380871	2750	+
ENSG00000188659	chr15	82262810	82284930	22121	+
ENSG00000188660	chr21	43446601	43453893	7293	+
ENSG00000188662	chr17	50171428	50181178	9751	-
ENSG00000188668	chr2	158874642	158875670	1029	+
ENSG00000188672	chr1	25362249	25430192	67944	-
ENSG00000188674	chr2	208165343	208190073	24731	-
ENSG00000188676	chr8	39934614	40016391	81778	+
ENSG00000188677	chr22	43999211	44172949	173739	+
ENSG00000188681	chr21	9068361	9129752	61392	-
ENSG00000188687	chr2	74216242	74343414	127173	-
ENSG00000188690	chr10	125784980	125823248	38269	-
ENSG00000188691	chr11	5967177	5968494	1318	-
ENSG00000188693	chr7	92134604	92180725	46122	+
ENSG00000188694	chr21	30281309	30282958	1650	-
ENSG00000188706	chrX	129803288	129843909	40622	-
ENSG00000188707	chr7	150329789	150332721	2933	+
ENSG00000188710	chr9	130892702	130896812	4111	-
ENSG00000188712	chr9	104722335	104723271	937	+
ENSG00000188716	chr10	75037836	75058514	20679	-
ENSG00000188725	chr5	61157709	61162474	4766	-
ENSG00000188729	chr3	191199241	191265615	66375	+
ENSG00000188730	chr7	49773661	49921950	148290	+
ENSG00000188732	chr7	23680130	23703249	23120	+
ENSG00000188735	chr12	121712752	121783001	70250	+
ENSG00000188738	chr2	185738628	185833290	94663	+
ENSG00000188739	chr1	235131183	235161457	30275	-
ENSG00000188747	chr9	137423350	137434406	11057	+
ENSG00000188755	chr17	62264705	62275655	10951	-
ENSG00000188760	chr2	219543663	219550595	6933	+
ENSG00000188761	chr1	113878168	113887547	9380	-
ENSG00000188763	chr7	73433783	73436120	2338	+
ENSG00000188765	chr2	3617548	3617757	210	-
ENSG00000188766	chr19	38388421	38399587	11167	+
ENSG00000188770	chr1	203494143	203508864	14722	+
ENSG00000188771	chr11	112248479	112260860	12382	-
ENSG00000188778	chr8	37962991	37966965	3975	-
ENSG00000188779	chr15	67819704	67834561	14858	+
ENSG00000188782	chr1	26190561	26202968	12408	+
ENSG00000188783	chr1	203475828	203491352	15525	+
ENSG00000188784	chr1	19920009	19923617	3609	-
ENSG00000188785	chr19	57389850	57402992	13143	+
ENSG00000188786	chr1	37809567	37859620	50054	-
ENSG00000188800	chr1	40245947	40251691	5745	+
ENSG00000188801	chr9	97198303	97199511	1209	-
ENSG00000188803	chr17	11241263	11564063	322801	+
ENSG00000188807	chr1	9588922	9614873	25952	+
ENSG00000188811	chr13	39038306	39050109	11804	+
ENSG00000188816	chr10	123148122	123150672	2551	+
ENSG00000188817	chr3	63652668	63679020	26353	+
ENSG00000188818	chr5	795606	850986	55381	-
ENSG00000188820	chr6	116461370	116463779	2410	+
ENSG00000188822	chr1	23870526	23913362	42837	-
ENSG00000188825	chr17	43369845	43389199	19355	-
ENSG00000188827	chr16	3581181	3611598	30418	-
ENSG00000188828	chrX	103707224	103728655	21432	-
ENSG00000188831	chr14	36371165	36372383	1219	+
ENSG00000188833	chr9	137434364	137441816	7453	-
ENSG00000188846	chr3	40457292	40468587	11296	+
ENSG00000188848	chr4	42110938	42152878	41941	-
ENSG00000188850	chr5	43336164	43348716	12553	+
ENSG00000188856	chr8	80558870	80559757	888	+
ENSG00000188859	chr1	166057426	166166969	109544	-
ENSG00000188868	chr19	12317477	12333720	16244	-
ENSG00000188869	chr15	81331217	81374213	42997	-
ENSG00000188873	chr8	47157118	47157771	654	+
ENSG00000188877	chr8	43292483	43363518	71036	+
ENSG00000188878	chr17	75909574	75941140	31567	-
ENSG00000188883	chr7	139452690	139483712	31023	-
ENSG00000188886	chr2	96123850	96138436	14587	-
ENSG00000188895	chr17	40122298	40136916	14619	+
ENSG00000188897	chr16	11359845	11523588	163744	-
ENSG00000188906	chr12	40196744	40369285	172542	+
ENSG00000188909	chr11	122977570	122981720	4151	-
ENSG00000188910	chr1	34781189	34786369	5181	+
ENSG00000188916	chr10	127135426	127196158	60733	-
ENSG00000188917	chrX	101009346	101052116	42771	-
ENSG00000188921	chr9	20999515	21031636	32122	-
ENSG00000188931	chr1	161364731	161367874	3144	-
ENSG00000188933	chr17	16786489	16804455	17967	+
ENSG00000188937	chrX	41447434	41475710	28277	+
ENSG00000188938	chr9	93446494	93453592	7099	-
ENSG00000188958	chr3	191267168	191330536	63369	-
ENSG00000188959	chr9	110190048	110208189	18142	-
ENSG00000188976	chr1	944204	959309	15106	-
ENSG00000188981	chr4	3244369	3271738	27370	+
ENSG00000188984	chr1	12716115	12728759	12645	+
ENSG00000188985	chr18	26170726	26171284	559	-
ENSG00000188986	chr9	137255173	137273547	18375	+
ENSG00000188991	chr12	16188485	16277685	89201	-
ENSG00000188992	chr21	14108813	14210891	102079	-
ENSG00000188993	chr4	51993702	52017620	23919	-
ENSG00000188994	chr6	87152833	87264196	111364	+
ENSG00000188996	chr6	655939	656963	1025	-
ENSG00000188997	chr11	78171249	78188822	17574	-
ENSG00000189001	chr19	35523367	35528351	4985	-
ENSG00000189002	chr3	90202316	90257415	55100	-
ENSG00000189007	chr6	143422832	143450673	27842	-
ENSG00000189013	chr19	54803535	54814517	10983	+
ENSG00000189014	chr10	47689707	47730436	40730	+
ENSG00000189023	chrX	35798342	35803735	5394	+
ENSG00000189030	chr1	156298624	156299299	676	-
ENSG00000189037	chrX	44844004	44844888	885	+
ENSG00000189042	chr19	36687612	36727701	40090	+
ENSG00000189043	chr7	10931951	10940256	8306	-
ENSG00000189045	chr5	75611459	75671846	60388	+
ENSG00000189046	chr12	109088188	109093631	5444	-
ENSG00000189050	chr17	59952240	59964761	12522	-
ENSG00000189051	chr17	8390704	8397826	7123	-
ENSG00000189052	chr19	49043884	49045311	1428	+
ENSG00000189056	chr7	103471784	103989516	517733	-
ENSG00000189057	chr11	59107185	59127410	20226	+
ENSG00000189058	chr3	195568702	195584205	15504	-
ENSG00000189060	chr22	37805093	37807436	2344	+
ENSG00000189064	chrX	49589529	49596827	7299	+
ENSG00000189067	chr16	11547722	11636381	88660	-
ENSG00000189068	chr19	54040825	54063953	23129	-
ENSG00000189077	chr7	75986837	75994659	7823	-
ENSG00000189079	chr12	45729665	45908040	178376	+
ENSG00000189089	chr21	36050214	36051377	1164	+
ENSG00000189090	chr10	47487219	47491693	4475	-
ENSG00000189091	chr16	70523788	70577670	53883	+
ENSG00000189099	chr4	151277171	151291453	14283	+
ENSG00000189108	chrX	104566315	105767829	1201515	+
ENSG00000189114	chr19	45178745	45181801	3057	+
ENSG00000189120	chr17	47844908	47855874	10967	-
ENSG00000189127	chr5	80556755	80570488	13734	-
ENSG00000189129	chr10	80131682	80145359	13678	+
ENSG00000189132	chrX	34942796	34944915	2120	+
ENSG00000189134	chr6	28259320	28260958	1639	+
ENSG00000189136	chr15	84526781	84571216	44436	-
ENSG00000189139	chr14	44504342	44507279	2938	-
ENSG00000189143	chr7	73799542	73832693	33152	+
ENSG00000189144	chr19	37735833	37817300	81468	-
ENSG00000189145	chrX	40907987	40908391	405	+
ENSG00000189149	chr16	21300849	21318591	17743	+
ENSG00000189152	chr17	19127469	19159176	31708	+
ENSG00000189157	chr4	76214040	76283780	69741	+
ENSG00000189159	chr17	75135248	75168281	33034	-
ENSG00000189164	chr19	37371061	37393066	22006	+
ENSG00000189166	chr7	56991888	57009149	17262	+
ENSG00000189167	chr13	32303700	32315344	11645	-
ENSG00000189169	chr21	44697172	44698044	873	+
ENSG00000189171	chr1	153618787	153631360	12574	-
ENSG00000189180	chr10	38010650	38065088	54439	+
ENSG00000189181	chr1	248681369	248682304	936	-
ENSG00000189182	chr12	52689626	52703463	13838	-
ENSG00000189184	chr4	137518918	137532494	13577	-
ENSG00000189186	chrX	27590382	27748821	158440	+
ENSG00000189190	chr19	52764195	52786791	22597	-
ENSG00000189195	chr1	92080305	92184725	104421	+
ENSG00000189196	chr3	64078361	64087363	9003	-
ENSG00000189212	chr7	35079989	35186041	106053	-
ENSG00000189221	chrX	43654907	43746824	91918	+
ENSG00000189223	chr2	113211522	113276581	65060	+
ENSG00000189227	chr15	67521068	67530143	9076	+
ENSG00000189229	chr3	6490479	6736129	245651	+
ENSG00000189233	chr8	28021964	28083871	61908	-
ENSG00000189238	chr12	126726270	126746252	19983	+
ENSG00000189241	chr6	116276578	116279903	3326	-
ENSG00000189252	chrX	143508735	143517475	8741	-
ENSG00000189253	chr11	89869282	89876017	6736	-
ENSG00000189266	chr1	23959109	23963462	4354	+
ENSG00000189269	chr22	23608452	23632321	23870	-
ENSG00000189275	chr10	131772398	131790199	17802	-
ENSG00000189280	chr1	34755047	34758512	3466	+
ENSG00000189283	chr3	59749310	61251459	1502150	-
ENSG00000189292	chr2	279558	288851	9294	-
ENSG00000189295	chr22	16654066	16675540	21475	-
ENSG00000189298	chr6	28349914	28369177	19264	+
ENSG00000189299	chrX	55623400	55625325	1926	+
ENSG00000189306	chr22	42509968	42519802	9835	-
ENSG00000189308	chr4	82909973	83012926	102954	-
ENSG00000189316	chr7	64888527	64890100	1574	-
ENSG00000189319	chr10	124619292	124744269	124978	-
ENSG00000189320	chr7	135728348	135748846	20499	-
ENSG00000189325	chr6	36315757	36336885	21129	-
ENSG00000189326	chrX	143025918	143034702	8785	+
ENSG00000189332	chr11	18209138	18214562	5425	+
ENSG00000189334	chr1	153614255	153616986	2732	-
ENSG00000189337	chr1	13892792	15118043	1225252	+
ENSG00000189339	chr1	1659529	1692728	33200	-
ENSG00000189343	chr17	19445970	19446852	883	-
ENSG00000189348	chr19	53281559	53284944	3386	+
ENSG00000189350	chr2	28956611	29061373	104763	+
ENSG00000189357	chr9	81928514	81934948	6435	+
ENSG00000189362	chr2	190504342	190534722	30381	-
ENSG00000189366	chr3	125929275	125937039	7765	-
ENSG00000189367	chr6	127440343	127459391	19049	-
ENSG00000189369	chrX	51743431	51746232	2802	+
ENSG00000189372	chrX	108383398	108383993	596	+
ENSG00000189375	chr17	18635006	18661950	26945	-
ENSG00000189376	chr8	123219957	123241398	21442	-
ENSG00000189377	chr19	42428288	42443048	14761	-
ENSG00000189393	chr8	7715443	7718453	3011	+
ENSG00000189398	chr11	3390780	3391752	973	-
ENSG00000189401	chrX	70062491	70064179	1689	+
ENSG00000189403	chr13	30456704	30617597	160894	-
ENSG00000189409	chr1	1632095	1635263	3169	+
ENSG00000189410	chr1	20719732	20732837	13106	-
ENSG00000189419	chr15	100344457	100349655	5199	-
ENSG00000189420	chrX	153418322	153426481	8160	+
ENSG00000189423	chr17	20415547	20431008	15462	+
ENSG00000189430	chr19	54906150	54916140	9991	+
ENSG00000189431	chr11	13009577	13012106	2530	+
ENSG00000189433	chr1	34759741	34763724	3984	+
ENSG00000194297	chr1	119331397	119331525	129	-
ENSG00000194717	chr14	101029634	101029714	81	+
ENSG00000195024	chr7	21381363	21381506	144	+
ENSG00000195401	chr10	68735720	68735823	104	-
ENSG00000196071	chr1	248098649	248100922	2274	+
ENSG00000196072	chr10	100273280	100286712	13433	-
ENSG00000196074	chr20	59863563	59933655	70093	-
ENSG00000196081	chr19	23221599	23250390	28792	-
ENSG00000196083	chr3	190514051	190659750	145700	+
ENSG00000196085	chr2	35219377	35219604	228	-
ENSG00000196090	chr20	42072752	43189970	1117219	-
ENSG00000196091	chr12	101568353	101686018	117666	+
ENSG00000196092	chr9	36833275	37034185	200911	-
ENSG00000196096	chr2	213276552	213284205	7654	-
ENSG00000196098	chr3	98353854	98354819	966	+
ENSG00000196099	chr11	123805335	123806387	1053	-
ENSG00000196104	chr4	166733384	167234796	501413	-
ENSG00000196109	chr19	22179091	22196951	17861	-
ENSG00000196110	chr19	9294275	9309838	15564	-
ENSG00000196114	chr6	34576258	34576656	399	-
ENSG00000196115	chr8	39314591	39417378	102788	+
ENSG00000196116	chr9	97411950	97496125	84176	+
ENSG00000196118	chr16	30757423	30762710	5288	-
ENSG00000196119	chr11	124569997	124571142	1146	+
ENSG00000196123	chr16	67175602	67184040	8439	-
ENSG00000196126	chr6	32552990	32589848	36859	-
ENSG00000196131	chr19	53258292	53261837	3546	+
ENSG00000196132	chr20	64151791	64242253	90463	+
ENSG00000196136	chr14	94612384	94624055	11672	+
ENSG00000196139	chr10	5035354	5107686	72333	+
ENSG00000196141	chr2	200305881	200482263	176383	+
ENSG00000196143	chr14	19180291	19181269	979	+
ENSG00000196150	chr8	144876497	144902168	25672	-
ENSG00000196151	chr2	159235793	159286799	51007	-
ENSG00000196152	chr9	127424374	127445372	20999	+
ENSG00000196154	chr1	153543613	153550136	6524	-
ENSG00000196155	chr16	67277510	67289499	11990	+
ENSG00000196156	chr17	41167231	41168194	964	-
ENSG00000196159	chr4	125316399	125492932	176534	+
ENSG00000196166	chr8	38510834	38528662	17829	-
ENSG00000196167	chr11	111290787	111305045	14259	-
ENSG00000196169	chr17	74326210	74355820	29611	+
ENSG00000196171	chr1	158699678	158700652	975	-
ENSG00000196172	chr19	23739195	23758891	19697	-
ENSG00000196177	chr10	123008979	123058311	49333	+
ENSG00000196182	chr1	36339624	36385896	46273	-
ENSG00000196183	chr14	104835997	104836852	856	-
ENSG00000196184	chr1	159439722	159440811	1090	+
ENSG00000196187	chr1	225845536	225882369	36834	-
ENSG00000196188	chr1	206009264	206023909	14646	-
ENSG00000196189	chr1	156147366	156177752	30387	+
ENSG00000196196	chr9	35906192	35907141	950	+
ENSG00000196199	chr13	19633681	19673459	39779	+
ENSG00000196204	chr7	4973988	5040675	66688	+
ENSG00000196205	chr9	133019486	133020874	1389	+
ENSG00000196208	chr2	11482341	11642788	160448	+
ENSG00000196209	chr20	1470741	1491587	20847	-
ENSG00000196214	chr19	52269571	52296046	26476	+
ENSG00000196218	chr19	38433699	38587564	153866	+
ENSG00000196220	chr3	8980591	9363053	382463	-
ENSG00000196224	chr11	1607565	1608463	899	-
ENSG00000196227	chr20	59933764	59948680	14917	+
ENSG00000196228	chr2	108247195	108265351	18157	+
ENSG00000196230	chr6	30720201	30725426	5226	+
ENSG00000196233	chr10	96832260	96995959	163700	+
ENSG00000196235	chr19	39436156	39476670	40515	+
ENSG00000196236	chr22	40857077	40932815	75739	+
ENSG00000196240	chr1	248452798	248453772	975	+
ENSG00000196242	chr1	247530132	247533839	3708	-
ENSG00000196243	chr12	90918023	90948669	30647	+
ENSG00000196247	chr7	64666083	64711582	45500	+
ENSG00000196248	chr11	123976661	123977781	1121	-
ENSG00000196260	chr6	30931353	30955636	24284	-
ENSG00000196262	chr7	44796680	44824564	27885	+
ENSG00000196263	chr19	56507843	56530221	22379	+
ENSG00000196266	chr1	159313670	159314659	990	-
ENSG00000196267	chr19	52153864	52171643	17780	-
ENSG00000196268	chr19	21397119	21427573	30455	+
ENSG00000196273	chr14	100657250	100676069	18820	+
ENSG00000196274	chr15	76230048	76230390	343	-
ENSG00000196275	chr7	74796144	74851551	55408	-
ENSG00000196277	chr3	6770001	7741533	971533	+
ENSG00000196284	chr6	44809317	45377953	568637	-
ENSG00000196289	chr1	241957767	241959062	1296	+
ENSG00000196290	chr2	200889327	200903930	14604	+
ENSG00000196295	chr7	30516309	30594809	78501	-
ENSG00000196296	chr16	28878405	28904509	26105	+
